id,name,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
28755241,New York Apt -Subway 5 min & Supermarket 1 min,37708037,Daniela,Manhattan,Financial District,Entire home/apt,199,3,5,2019-06-08,0.66,1,37
32317538,"SPACIOUS Floor-Through Loft in Flatiron, NYC",53170355,Anika,Manhattan,Gramercy,Entire home/apt,1200,2,2,2019-05-05,0.7,1,166
8010033,Upscale Apt blocks to Columbia Med./Presb. Hosp.,1883133,Christian,Manhattan,Washington Heights,Entire home/apt,110,1,133,2019-06-28,2.85,1,267
17697164,NEW Park Avenue-Madison Avenue 3BED Condo Sleeps 6,120570941,Genee,Manhattan,Murray Hill,Entire home/apt,325,2,5,2017-11-15,0.18,1,0
21839960,"Safe, Comfortable and Convenient",39346203,Amy,Queens,Forest Hills,Private room,45,2,8,2018-01-14,0.4,1,0
20503824,Urban Oasis in Brooklyn- 2 blocks from A/C train.,28234612,B,Brooklyn,Bedford-Stuyvesant,Private room,150,1,0,,,1,0
144087,LUXURY OF THE HORIZON,616825,Rinaldo,Manhattan,Harlem,Entire home/apt,259,8,17,2019-05-18,0.17,1,343
11165881,Private Room With Manhattan Skyline Views,36574113,Johnny,Queens,Long Island City,Private room,84,1,25,2019-06-29,2.56,1,69
29452654,Inclusive & clean Time square sunny apartment,22251283,Nir,Manhattan,Hell's Kitchen,Entire home/apt,125,30,0,,,4,0
34647648,Shared Apartment 1 bed in the living room Qsubway,172369331,Abby,Brooklyn,Sheepshead Bay,Shared room,20,7,0,,,10,281
249618,At a very nice area in the WestSide,1307773,Karina,Manhattan,Washington Heights,Private room,125,60,4,2015-07-03,0.06,1,364
4667148,1 Bdrm in Greenwich Village,2312420,Marie-Claire,Manhattan,West Village,Entire home/apt,125,30,31,2019-05-12,0.83,2,346
34015098,Entire Gorgeous Greenpoint Duplex,38217925,Lily,Brooklyn,Greenpoint,Entire home/apt,205,5,0,,,2,64
20686134,Hideaway Studio,14469743,Brian,Bronx,Pelham Bay,Entire home/apt,80,2,66,2019-06-19,3.04,1,56
8141256,Beautiful Riverside Park Apartment,9835167,Abby,Manhattan,Upper West Side,Entire home/apt,120,3,0,,,2,0
1113125,Huge 1br - tons of light - williamsburg,2733465,David,Manhattan,Nolita,Entire home/apt,209,1,23,2018-07-23,0.46,1,365
3301484,"Great Apt,  Great Area",56920,Linda,Manhattan,Upper West Side,Private room,135,2,0,,,2,352
20678724,2 Bedroom Garden Suite (3 Minutes From Train),48980919,Chyanne & Jermaine,Brooklyn,Bedford-Stuyvesant,Entire home/apt,129,4,97,2019-07-02,5.02,1,211
29213095,Blue rm 4bdrm Home Medical & Professionals ONLY,214611101,Myra,Brooklyn,Kensington,Private room,40,30,1,2019-06-30,1.0,4,120
39267,CENTRAL PARK LOFT all for YOU,168417,Marie,Manhattan,Upper East Side,Entire home/apt,99,1,234,2019-06-08,2.6,2,164
17285384,Manhattan cozy bedroom with private bathroom,59794802,Lilian,Manhattan,Hell's Kitchen,Private room,150,6,0,,,1,51
28158237,"Warm, Bright and JUST RIGHT!
Brownstone",212689019,Ronald,Brooklyn,Bedford-Stuyvesant,Private room,109,1,16,2019-06-24,1.58,2,179
21827433,"Huge, Cozy Brooklyn Duplex with Backyard",142662928,Nell,Brooklyn,Bedford-Stuyvesant,Entire home/apt,160,5,0,,,1,0
32136644,Excelent Neighboorhood,228141767,Angel,Bronx,Kingsbridge,Private room,45,1,14,2019-06-24,2.86,1,347
5636395,"Sunny, comfy and quiet room",11363708,Nanie,Brooklyn,Bedford-Stuyvesant,Private room,81,4,165,2019-06-21,3.26,1,15
8703711,Cozy Suite near Barclays Center,40828217,Anita,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,98,5,135,2019-06-19,2.96,4,102
1099244,Big UWS 1Bdrm 2 min to Central Park,5604089,Chris,Manhattan,Upper West Side,Entire home/apt,200,3,3,2016-10-14,0.06,1,0
30745822,New Build APT in Brooklyn - Prospect Park South!,97681343,Shola,Brooklyn,Flatbush,Entire home/apt,62,2,0,,,1,54
31685548,"Little cozy, clean, homy gem in the hearth of LIC.",11914604,Maurizio,Queens,Long Island City,Private room,70,15,3,2019-06-25,1.32,1,135
20085006,Bright & Beautiful Brooklyn Boudoir and more! ☺,142590597,Joica,Brooklyn,East New York,Entire home/apt,249,1,7,2019-05-21,0.38,6,177
8884181,Greene Hill   3BR Brownstone Apt,46486441,Holly/Rick,Brooklyn,Bedford-Stuyvesant,Entire home/apt,200,3,115,2019-07-07,2.61,1,243
22309710,"Newly Renovated, by LaGuardia Airport",163098446,Md,Queens,East Elmhurst,Entire home/apt,125,1,77,2019-07-05,4.5,1,348
2994536,The Perfect Greenpoint Getaway,15265839,Danie,Brooklyn,Greenpoint,Private room,70,2,8,2016-07-03,0.17,1,0
27580328,Large comfortable home 2 blocks from Times Square,207833780,Genisley,Manhattan,Hell's Kitchen,Entire home/apt,195,2,53,2019-06-23,4.86,1,150
17730390,Bedroom in Brooklyn Communal House,13416818,Emma,Brooklyn,Bedford-Stuyvesant,Private room,45,2,14,2017-09-30,0.51,3,0
2262357,spacious homey one bdrm apt.,11552512,Sandra,Queens,Sunnyside,Entire home/apt,120,2,5,2019-05-27,0.19,1,81
22928803,Private room in artists duplex,169795562,Ariel,Brooklyn,Bushwick,Private room,50,6,0,,,1,0
28342248,Ridgewood retreat,120730056,Sophie,Queens,Ridgewood,Entire home/apt,80,5,2,2018-09-30,0.21,1,0
19250619,Blue Moon,115546121,Sonche,Queens,Sunnyside,Entire home/apt,130,5,0,,,1,0
27637065,"Airy, modern apartment in a Brooklyn Brownstone",13462855,Travis,Brooklyn,Bedford-Stuyvesant,Entire home/apt,175,4,6,2019-04-01,0.58,2,1
2831424,Cozy Studio On The Upper East Side,12795393,Bee,Manhattan,Upper East Side,Entire home/apt,100,3,18,2016-10-04,0.29,1,0
7927838,Spacious Sunny Brownstone Room - Great Location!,6444987,Jason,Brooklyn,Bedford-Stuyvesant,Private room,95,2,153,2019-06-21,3.27,3,296
17665016,HUGE BEDROOM LORIMER L TRAIN!!!,118378908,Jose,Brooklyn,Williamsburg,Private room,69,28,17,2019-04-30,0.61,6,229
8353055,Bright Brooklyn Penthouse +Roofdeck,619330,Nancy,Brooklyn,South Slope,Entire home/apt,360,4,5,2016-07-31,0.12,1,0
27292217,"Center of manhattan, Times Square , 1min from st",57724903,Treasure,Manhattan,Theater District,Entire home/apt,325,7,0,,,1,0
36149658,Bedstuy Home of The Greats (Stuyvesant Heights),271901058,Fernando,Brooklyn,Bedford-Stuyvesant,Private room,65,1,1,2019-06-29,1.0,1,335
33664228,Sophisticated Brownstone Duplex,87766324,Michelle,Brooklyn,Bedford-Stuyvesant,Entire home/apt,499,2,0,,,2,30
4606385,Coziest 2BD Brownstone in Jefftown,3184878,Maggie,Brooklyn,Bushwick,Entire home/apt,150,1,1,2015-03-17,0.02,1,0
19225682,Sunny and Breezy Brooklyn Apartment near Trains,26656760,Lynsey,Brooklyn,Bedford-Stuyvesant,Entire home/apt,200,4,10,2019-05-28,0.4,1,0
23857631,Very convinced new room for 2 at affordable price,140057330,Joey,Queens,Ridgewood,Private room,50,1,37,2019-06-24,2.39,7,45
17960375,"Lower East Side, Bohemian Home, hipster location",36232508,Brodii,Manhattan,Lower East Side,Private room,155,3,27,2018-10-29,1.11,1,0
33701016,Bright modern loft in Crown Heights brownstone,9919024,Francesco,Brooklyn,Crown Heights,Entire home/apt,130,4,7,2019-06-20,2.5,1,28
1796722,Effortlessly Chic WILLIAMSBURG BK,2140820,Cory,Brooklyn,Williamsburg,Entire home/apt,190,2,11,2019-06-15,0.24,1,331
30561353,Williamsburg waterfront 1 BR in luxury building,169898690,Antonia,Brooklyn,Williamsburg,Entire home/apt,125,90,0,,,1,129
575061,Your own floor (private) in prime Williamsburg!!,2828813,Katherine,Brooklyn,Williamsburg,Private room,120,2,143,2019-06-30,4.14,1,102
826685,Dreamy Private Room in  Super Cool Bedstuy Apt.,94669,Keithan,Brooklyn,Bedford-Stuyvesant,Private room,51,3,36,2019-06-23,3.04,2,32
36411407,Brand new 1 bedroom steps from Soho!,33917435,Mike,Manhattan,Lower East Side,Entire home/apt,150,4,1,2019-07-06,1.0,1,13
26933,2 BR / 2 Bath Duplex Apt with patio! East Village,72062,Bruce,Manhattan,East Village,Entire home/apt,350,2,7,2017-08-09,0.06,4,298
33127817,"Master bedroom in sunny, renovated, corner apt",2537981,Laura,Brooklyn,Bushwick,Private room,78,3,0,,,1,105
32503407,Union SQ/Cozy & Quiet Room ! 5mins to Times SQ,145518739,Tommy,Manhattan,Gramercy,Private room,150,2,10,2019-06-09,2.54,3,334
33912045,chill zone,176119156,Monica,Brooklyn,Williamsburg,Entire home/apt,190,1,13,2019-06-23,5.91,1,171
35341959,The dream,265025516,Adina,Manhattan,Midtown,Entire home/apt,500,4,0,,,1,100
7615496,88 By The Park w/Parking Space,37676608,Akini,Brooklyn,Canarsie,Entire home/apt,100,2,187,2019-06-16,3.93,1,300
18852048,"Clean, spacious and comfortable room at Bronx",108922928,Zeeshan,Bronx,Allerton,Private room,49,3,1,2017-06-01,0.04,1,0
34394888,Room w/ lots of Natural Light. Near 69st 7 train.,137358866,Kazuya,Queens,Woodside,Private room,47,30,0,,,103,246
22435399,Room,140494157,Nayely,Queens,Astoria,Private room,110,1,1,2018-01-01,0.05,1,0
13859134,Near Manhattan & ForestHStadium studio w/ pvt bath,79751520,Julia,Queens,Forest Hills,Private room,90,1,31,2018-09-24,0.9,2,1
34981344,Bowery Loft with Private Deck,263563066,Dan,Manhattan,Lower East Side,Private room,100,3,0,,,1,23
21095546,Urban Sanctuary in Sunset Park,16509617,Heather,Brooklyn,Sunset Park,Entire home/apt,100,3,0,,,1,0
31102915,Comfortable Classy Apartment,232419771,Avi,Brooklyn,Midwood,Entire home/apt,120,1,2,2019-02-17,0.35,1,126
35086252,Modern Spacious Apartment,99642772,Anna,Brooklyn,Downtown Brooklyn,Entire home/apt,210,5,0,,,1,0
9831392,Cozy Modern Apartment Above Subway,49453860,Xionghui,Queens,Forest Hills,Entire home/apt,123,1,0,,,1,0
34478766,Penn room 13,244817841,Aminul,Brooklyn,East New York,Private room,38,7,3,2019-06-14,1.7,13,296
8548971,Reno'ed 2bed/2bath walk-up~East Village~Pristine!,23296023,Nick,Manhattan,East Village,Entire home/apt,425,2,95,2019-06-22,2.17,1,0
11511466,Manhattan: 80's upper east side - entire apartment,1827164,Diana,Manhattan,Upper East Side,Entire home/apt,300,31,1,2016-10-18,0.03,1,201
30596912,Warm & sweet private bedroom,104167105,Max,Manhattan,Upper West Side,Private room,120,2,8,2019-02-18,1.15,1,0
36145727,Park side Apt in front of Forest Park,271867677,Erwin,Queens,Woodhaven,Private room,50,1,2,2019-07-06,2.0,1,359
13941210,Bright Astoria Apt Near Manhattan,17452232,Lili,Queens,Ditmars Steinway,Entire home/apt,70,2,9,2017-10-07,0.26,1,0
34811838,Experience the cozy #VanLife in NYC/East Village!,262452748,Nancy,Manhattan,East Village,Entire home/apt,89,1,10,2019-06-24,5.88,2,173
1297171,Artists' Haven in Williamsburg,4855335,Laura,Brooklyn,Williamsburg,Private room,125,2,4,2018-08-23,0.08,1,364
1885385,Large Sunny Room,9522524,Nancy,Brooklyn,Canarsie,Private room,38,5,72,2018-03-16,1.11,5,349
30388479,"Hip Midtown East 1BR w/ Great views, Gym, Doorman by Blueground",107434423,Blueground,Manhattan,Kips Bay,Entire home/apt,253,30,0,,,232,203
36313048,Sunny room with private entrance in shared home,16883913,Tiffany,Queens,Ridgewood,Private room,45,1,0,,,1,0
34213403,"Comfy Sunnyside Room, Midtown in less than 30!",137358866,Kazuya,Queens,Sunnyside,Private room,43,30,0,,,103,216
34853099,Private Roof with Great View of NYC,67046604,Jackie,Brooklyn,Park Slope,Private room,60,15,0,,,1,53
30344630,Upper East Side 1 Bedroom,5777779,Rachel,Manhattan,Upper East Side,Entire home/apt,150,30,0,,,1,158
24670846,Brooklyn Home By The Pier,186362905,Karen,Brooklyn,Canarsie,Entire home/apt,91,1,28,2019-06-30,2.01,1,172
17641480,Comfy Room,2412748,Jeremiah,Brooklyn,Crown Heights,Private room,82,4,0,,,1,0
261674,Chelsea/West Village - 2bdrm apt,1372786,Lindsey,Manhattan,Chelsea,Private room,95,5,20,2017-04-01,0.33,1,0
20013291,Cozy studio in the heart of Manhattan,88022215,Daria,Manhattan,Murray Hill,Entire home/apt,120,5,0,,,1,0
17356639,Spacious Brooklyn One Bedroom/Loft***Morgan L Stop,40313256,Joey,Brooklyn,Williamsburg,Entire home/apt,195,4,0,,,1,0
36002857,Soho Comfort,91111113,Javier,Manhattan,SoHo,Entire home/apt,125,3,1,2019-07-03,1.0,1,77
16725879,Casa Soho 2 Bedroom 2 bath,6437545,Michael,Manhattan,SoHo,Entire home/apt,500,3,0,,,1,6
20786121,"Large Room,Private terrace, subway near",48404386,Eric,Queens,Rego Park,Private room,40,4,0,,,1,0
11619745,Hells Kitchen 3 Bedroom,61391963,Corporate Housing,Manhattan,Hell's Kitchen,Entire home/apt,185,30,3,2018-11-30,0.08,91,0
18393354,Midtown Sanctuary,2845,Jennifer,Manhattan,Midtown,Shared room,99,1,1,2018-07-18,0.08,2,365
22066551,Big Sunny Harlem Bedroom Furnished (EASTER WEEK!),19900075,Taylor,Manhattan,Harlem,Private room,55,7,0,,,1,35
36139960,Master bedroom in luxury building,61993016,Daniel,Manhattan,Hell's Kitchen,Private room,150,2,0,,,1,11
36468375,"two girls room , I speak Chinese and English",274188386,Qizhi,Manhattan,East Village,Private room,93,7,0,,,1,173
15233387,#Bluebird Elegant 1-BR Apartment Near Times Square,95459395,Bluebird,Manhattan,Midtown,Entire home/apt,300,30,0,,,18,364
21948222,Serene 2 bed w/ private backyard - flatbush ditmas,2300590,Bess,Brooklyn,Flatbush,Entire home/apt,95,3,2,2018-01-06,0.1,1,0
840731,Historic East Village Townhouse,4390639,Joanna,Manhattan,East Village,Entire home/apt,495,2,66,2019-07-01,0.93,1,334
15430782,Most walkable location for fun,14016646,Justin,Manhattan,Greenwich Village,Private room,100,5,18,2017-10-29,0.56,1,0
21568069,Spacious & Bright Brooklyn Apartment,46723798,Brooke,Brooklyn,Greenpoint,Entire home/apt,100,2,13,2019-06-10,0.66,1,1
5404201,Sun-filled Brownstone in Brooklyn,28013319,Gagandeep,Brooklyn,Prospect Heights,Entire home/apt,180,2,135,2019-06-16,2.62,1,151
24494062,Modern LOFT  in Fort Greene,6257521,V And J,Brooklyn,Clinton Hill,Entire home/apt,160,3,3,2018-10-29,0.24,1,8
8882549,Private room in the East Village!,26123839,Oliver,Manhattan,East Village,Private room,80,2,7,2016-03-01,0.15,1,0
24330532,Private Loft Apartment,183568797,Allison,Queens,Long Island City,Entire home/apt,200,3,36,2019-06-14,2.43,1,308
1059531,Staten Island 1st floor Apartment,7875272,Mary,Staten Island,Port Richmond,Entire home/apt,221,30,0,,,3,0
16627834,"☼ Sunny, Charming Brooklyn Apt - Next to Train ☼",2970413,Milan,Brooklyn,Crown Heights,Private room,75,2,75,2019-06-25,2.56,1,275
26473544,Brooklyn Comfy Room--20 minutes to Manhattan,1004883,Marisha,Brooklyn,Bushwick,Private room,75,4,4,2018-10-16,0.36,2,364
35783942,Cozy one bedroom in the city!!,37140959,Cindy,Manhattan,East Village,Private room,66,3,0,,,1,9
764052,1 Bedroom Apartment in quiet area.,2618273,Sabrina,Queens,Ditmars Steinway,Entire home/apt,390,3,1,2016-12-27,0.03,1,89
28400092,Private Bedroom Minutes To Manhattan,214329835,Rita,Queens,Ditmars Steinway,Private room,69,2,2,2019-05-06,0.23,2,74
23620624,A place to call home away from home,128832652,Joseph,Brooklyn,Bushwick,Shared room,50,1,0,,,1,0
26450185,Crash Pad,97378432,Rev. Simone,Queens,Jamaica,Private room,75,2,1,2019-05-19,0.58,1,180
31965215,Cozy studio in East New York,27867038,L,Brooklyn,East New York,Entire home/apt,62,1,11,2019-06-22,3.11,1,351
23421363,Private room amazing location Chelsea/Union Square,60133196,Javier,Manhattan,Chelsea,Private room,80,3,0,,,1,0
26552340,*NYC Flat Cold Cozy Private Room w/ Blazin' WiFi*,191338162,William,Bronx,Allerton,Private room,142,1,29,2019-06-25,2.47,5,48
13795756,"Lovely S.Slope 3BR in 4BR 1300 sf dplx,deck&birds!",514261,Vanessa,Brooklyn,South Slope,Private room,300,2,2,2016-09-06,0.06,3,0
9077858,Beautiful shared apartment / Coliving in Brooklyn,27974952,Alex,Brooklyn,East Flatbush,Shared room,27,30,7,2019-03-20,0.16,7,342
31839994,Private house with backyard overlooking park.,40160805,Cherokee,Queens,Flushing,Entire home/apt,159,3,1,2019-06-30,1.0,1,78
25134727,"Trendy, Large Patio, Near Subway",175513439,Benjamin,Brooklyn,Bedford-Stuyvesant,Entire home/apt,217,30,1,2018-07-29,0.09,1,189
28560966,New York Apartment,83343316,Jamie,Manhattan,Kips Bay,Private room,150,2,2,2018-11-25,0.26,1,45
32225186,Sonder | Stock Exchange | Tranquil 2BR + Lounge,219517861,Sonder (NYC),Manhattan,Financial District,Entire home/apt,392,2,2,2019-05-13,0.63,327,286
34017464,Amazing 2 bedroom apt . Recently renovated.,6752504,Ella,Brooklyn,Gravesend,Entire home/apt,120,5,0,,,3,23
31240258,Bright Modern Room in Brooklyn,22507236,Camila,Brooklyn,Bushwick,Private room,55,10,0,,,1,0
4700265,Fantastic Room in Williamsburg,14320459,Hillary,Brooklyn,Williamsburg,Private room,70,2,0,,,1,0
16805050,!!!Living&Working. Beautiful Coliving on Flatbush,2092314,Valentin,Brooklyn,East Flatbush,Shared room,28,30,3,2018-06-20,0.13,7,365
22295591,Huge Luxury Brooklyn Apartment,70079814,Natia,Brooklyn,Sheepshead Bay,Entire home/apt,200,3,4,2019-01-02,0.26,1,0
35576264,"Spacious private room, subway on same block",50278442,Francesco,Manhattan,Morningside Heights,Private room,70,30,0,,,3,225
26557901,"Park Slope, Brooklyn",199702366,Anuar,Brooklyn,South Slope,Private room,56,2,15,2019-06-05,2.33,1,57
36204696,Perfect room in Brooklyn,263282580,Caritas,Brooklyn,Bedford-Stuyvesant,Private room,45,1,1,2019-07-01,1.0,2,362
9509369,Gorgeous sunny studio & perfect beautiful NYC area,24767704,Danielle,Brooklyn,Bedford-Stuyvesant,Entire home/apt,79,2,4,2016-06-20,0.09,1,0
36172519,"Cozy, Spacious and private apartment in NYC",219573002,Camille,Manhattan,Washington Heights,Entire home/apt,125,2,0,,,1,2
5756643,Spacious Private room near Columbia University,4275400,Siwen,Manhattan,Morningside Heights,Private room,50,20,0,,,1,0
7305718,"Cozy, clean studio with a view!",38269863,Andrea,Manhattan,Harlem,Entire home/apt,150,3,0,,,1,0
17079313,YOUR DREAM SUITE IN MANHATTAN,114477998,Marilyn,Manhattan,East Harlem,Private room,103,1,149,2019-06-22,5.06,4,215
11068607,"Cityview in E Williamsburg/Bushwick ""Great Place""",57452929,Jonathan,Brooklyn,Williamsburg,Private room,79,2,134,2019-07-01,3.26,1,2
15802947,Boerum Hill Charming Studio,102251846,Masoud,Brooklyn,Boerum Hill,Entire home/apt,160,2,127,2019-06-30,3.9,1,270
27083945,Private room in UWS near Central Park,43809903,Eddie,Manhattan,Upper West Side,Private room,70,2,11,2018-12-31,1.07,4,4
6571890,1 bedroom-Manhattans East Village,34372907,Meagan,Manhattan,East Village,Entire home/apt,155,2,36,2019-01-02,0.8,1,164
1929540,2 floor loft in Gramercy park,6846161,Stefano,Manhattan,Kips Bay,Entire home/apt,175,3,9,2014-06-21,0.13,1,0
32892845,Manhattan Wall Street Luxury Apartment Experience,75064270,Audrey,Manhattan,Financial District,Private room,300,3,0,,,2,365
20729216,Whole Apt/Private Entry/Free Parking,148444929,Karl,Staten Island,St. George,Entire home/apt,109,2,87,2019-07-06,5.08,1,100
26203807,"SPACIOUS ARTSY room w/ rooftop, 25 min>Manhattan",104124704,Alejandro,Brooklyn,Crown Heights,Private room,55,1,11,2019-05-12,0.92,1,0
17794915,Modest West Harlem Room Nearby Columbia University,121585653,Ari,Manhattan,Harlem,Private room,25,1,0,,,1,0
24036655,Charming 1 Bedroom apt at Bayridge,49219601,Alex,Brooklyn,Fort Hamilton,Entire home/apt,70,1,2,2018-09-16,0.19,1,0
7051619,Big Studio-One Stop from Midtown,36980964,Christopher,Queens,Long Island City,Entire home/apt,155,2,5,2015-10-11,0.1,1,0
20485253,Spacious Bedroom in Luxury Downtown,56656728,Bret,Manhattan,Financial District,Private room,95,1,20,2019-06-19,0.88,5,0
749896,"1 Bed Williamsburg Apt, Amazing Loc",3941862,Phil,Brooklyn,Williamsburg,Entire home/apt,175,3,3,2016-10-15,0.05,1,0
25885192,Cozy Upper East Side apartment,89886720,Margaret,Manhattan,Upper East Side,Entire home/apt,125,10,4,2019-05-02,0.34,1,9
648246,Spacious Brooklyn Loft w/ River View,62583,Karina,Brooklyn,Williamsburg,Entire home/apt,195,1,39,2019-04-28,0.47,1,270
6326681,Cozy apt convenient to everything!,241395,Ruby,Manhattan,East Village,Entire home/apt,185,3,10,2018-12-30,0.21,1,275
16335390,A dose of Williamsburg cool,3914854,Matt,Brooklyn,Williamsburg,Private room,125,2,3,2017-04-08,0.1,1,0
15928351,Williamsburg Room with PRIVATE Balcony,22902354,Jessy,Brooklyn,Williamsburg,Private room,49,3,7,2019-05-26,0.32,1,37
36449938,Huge Private 3 Bedroom Art Apartment in Manhattan,271029539,Dominique,Manhattan,Harlem,Entire home/apt,170,1,0,,,4,78
7694064,Quiet Sanctuary right by the Subway,24666317,Keenan,Brooklyn,Clinton Hill,Private room,77,2,12,2018-08-19,0.25,1,0
9819018,A cozy room in Lower East Manhattan,49861582,Emily,Manhattan,Lower East Side,Private room,62,28,2,2016-01-14,0.05,1,0
17728208,Bright and Clean One Bedroom - Females Only!,95306427,Alexi,Manhattan,East Village,Private room,100,3,26,2018-10-21,0.94,1,0
978062,West Village 1 BR Apartment,5186189,Betsy,Manhattan,West Village,Entire home/apt,249,3,10,2019-01-01,0.3,1,5
29631369,New & Stylish 1 Bedroom Williamsburg,153754513,Caitlin,Brooklyn,Williamsburg,Entire home/apt,82,1,15,2019-05-27,2.02,1,16
34867398,Sunset Park Rustic Bed Room for 2 W/AC,38119047,Wu,Brooklyn,Sunset Park,Private room,40,1,8,2019-07-08,5.45,2,89
4044906,Ft Greene / Garden / Sauna,15582617,Andrew,Brooklyn,Fort Greene,Entire home/apt,90,4,3,2017-07-30,0.12,1,0
2998174,Sanctuary Bedroom in Huge Duplex,5684941,Jade,Brooklyn,Bushwick,Private room,59,20,16,2018-10-11,0.28,1,54
9790355,Heart of Manhattan's  West Village,50459536,Ryan,Manhattan,West Village,Private room,300,1,0,,,1,0
13018811,Private clean room in Manhattan,71865037,Elinor,Manhattan,Harlem,Private room,49,3,0,,,1,0
21993956,Studio-Sized Master Bedroom with Great Amenities!,7465002,Rena,Queens,Astoria,Private room,50,3,3,2018-06-29,0.16,1,0
30935520,WEST VILLAGE GEM - LARGE BRIGHT 1BR W/KING BED,6151483,Marc,Manhattan,West Village,Entire home/apt,300,4,8,2019-07-01,1.28,1,21
9328578,"Sleeps 5, 2.5 bedrooms. Families or small group.",43963802,Tanya,Manhattan,Harlem,Entire home/apt,230,3,52,2019-06-04,1.33,2,325
4857619,Entire One-Bedroom Apartment Near Columbia Univers,19263941,John,Manhattan,Morningside Heights,Entire home/apt,145,5,3,2016-01-02,0.06,1,0
36207223,"Sunny, Spacious 2-bd Chelsea Apt",5723770,Olive,Manhattan,Chelsea,Entire home/apt,750,1,0,,,1,89
28407129,East Village/Noho home with private deck,5176117,Jessica,Manhattan,East Village,Entire home/apt,250,1,2,2019-03-31,0.52,1,63
30588659,"Chic, Contemporary 2br Brooklyn Condo",227993479,Carrie & Mick,Brooklyn,Bushwick,Entire home/apt,231,1,23,2019-06-20,3.71,1,335
16507116,"THE REAL NYC EXPERIENCE! 20 MINS TO NY, QUEEN BED",51025844,Kdn,Manhattan,Inwood,Private room,69,2,41,2019-06-23,1.34,3,180
62452,A SpeciaL!! Private Room in NY,303939,Lissette,Staten Island,Tompkinsville,Private room,36,2,193,2019-06-25,1.85,6,360
21395676,Huge master bedroom in pristine Nolita loft,907037,Morgan,Manhattan,Little Italy,Private room,325,2,5,2018-12-09,0.26,1,0
36043243,Small Private Room in Upper East Side #8,1786901,Shai,Manhattan,Upper East Side,Private room,69,3,0,,,9,30
30235404,*Delightful budget room for travelers!,226339724,David And Annette,Brooklyn,Bedford-Stuyvesant,Private room,40,2,7,2019-07-05,2.69,10,353
15452971,Cozy 1 Bedroom Apartment in Downtown Flushing,60437472,Ting,Queens,Flushing,Entire home/apt,122,3,32,2019-06-12,1.06,1,84
5279925,Apt available - Best NYC Location,153675,Matteo,Manhattan,East Village,Entire home/apt,140,12,1,2015-09-01,0.02,2,164
21072318,Designer 1BR with Patio & FiOS! #10257,26640554,Harrison,Brooklyn,Williamsburg,Entire home/apt,350,7,3,2017-10-28,0.14,1,0
21907615,Design Furnished Queen Studio Room in Gowanus,159091490,Melissa,Brooklyn,Gowanus,Private room,119,1,20,2019-06-23,1.02,17,354
34981452,The Sahara,10415735,Angie,Queens,Howard Beach,Entire home/apt,200,1,2,2019-06-24,2.0,2,365
34515538,Sunny Private Bedroom in Uptown Manhattan,141426597,Lester,Manhattan,Washington Heights,Private room,115,3,3,2019-06-30,2.05,3,179
13151075,ASTORIA APARTMENT OUTDOOR SPACE,18051286,Danielle,Queens,Astoria,Private room,50,1,0,,,1,0
15261309,Private Room with a patio in Park Slope Brooklyn,17243984,Phines,Brooklyn,Sunset Park,Private room,90,2,0,,,1,0
33621826,Standard Queen Room,257567667,The Gatsby,Manhattan,Lower East Side,Private room,100,1,0,,,1,358
34099071,Entire 3 Bedroom in Central Chelsea Location,77080918,Patrick,Manhattan,Chelsea,Entire home/apt,265,3,5,2019-06-16,2.42,1,164
30769303,Luxury Apartment Building,155261188,Ahmed,Queens,Kew Gardens,Private room,200,1,0,,,1,365
29904305,Comfy room with a sunroof in the heart of BK!,222581357,Stella,Brooklyn,Bushwick,Private room,46,30,29,2019-07-03,3.6,3,246
6713521,Your Garden Oasis in Brooklyn!,1401919,Mike,Brooklyn,Bedford-Stuyvesant,Entire home/apt,275,3,21,2018-11-24,0.44,1,5
28916850,Bushwick modern luxury: 2 bed 2 bath apartment,4765119,Jasmine,Brooklyn,Bushwick,Entire home/apt,149,20,4,2019-03-20,0.55,1,165
10071232,Riverside Drive Harlem Apartment,6050369,Dave,Manhattan,Harlem,Entire home/apt,200,1,0,,,1,0
30141411,Renewed private cozy room next to the Central Park,126653377,Sergii,Manhattan,Harlem,Private room,50,30,1,2019-01-16,0.17,6,304
18256895,☆☆☆Perfect Couple's Getaway☆☆☆,122265852,Alexander,Manhattan,Hell's Kitchen,Private room,99,1,159,2019-06-30,5.88,2,178
7524934,Large light-filled master bedroom.,39298265,Julia,Manhattan,Harlem,Private room,60,2,1,2015-07-25,0.02,1,0
35145200,Dope Bushwick Bedroom,210191736,Lue,Brooklyn,Bushwick,Private room,40,1,3,2019-06-09,2.31,1,0
1975069,Loft Bedroom in Duplex 3BR & Private Roof,151654,Brad,Manhattan,Greenwich Village,Private room,150,2,7,2017-12-02,0.12,1,0
33775765,SPECTACULAR LOFT OVERLOOKING THE MANHATTAN SKYLINE,254607256,Heleen,Brooklyn,DUMBO,Entire home/apt,250,30,0,,,2,0
22344445,Times Square in NY,162966456,Dan,Manhattan,Theater District,Private room,150,1,0,,,1,0
23470849,Perfect room in between walks&fun in Manhattan,22188,Laura,Manhattan,Upper West Side,Private room,90,3,2,2019-04-30,0.63,2,339
